CountyName,Year,beef,milk,steers,bulls,dairy_150,dairy_440,fin_cattle,hogs_fin,hogs_sow,hogs_boars
POTTAWATTAMIE,1997,16237,315,2103,812,445,445,17963,86327,432,8650
 255253.54213143827 4594291.950058793, 255194.04373280762 4594344.95014069, 254915.86274610204 4594530.95104282, 254841.66119204345 4594561.951405906, 254712.55475308013 4594629.951971477, 254642.46252050638 4594670.952220601, 254437.06048248368 4594744.953263015, 254331.2653076344 4594750.95413774, 254233.17309438178 4594753.954959068, 254098.7688701154 4594741.9562565535, 254023.56693950982 4594743.956846128, 253888.77183988554 4594718.958229546
POTTAWATTAMIE,1998,15777,320,2103,789,459,459,16034,84343,388,7768
 255253.54213143827 4594291.950058793, 255194.04373280762 4594344.95014069, 254915.86274610204 4594530.95104282, 254841.66119204345 4594561.951405906, 254712.55475308013 4594629.951971477, 254642.46252050638 4594670.952220601, 254437.06048248368 4594744.953263015, 254331.2653076344 4594750.95413774, 254233.17309438178 4594753.954959068, 254098.7688701154 4594741.9562565535, 254023.56693950982 4594743.956846128, 253888.77183988554 4594718.958229546
POTTAWATTAMIE,1999,16192,315,2145,810,429,429,18115,81029,344,6874
 255253.54213143827 4594291.950058793, 255194.04373280762 4594344.95014069, 254915.86274610204 4594530.95104282, 254841.66119204345 4594561.951405906, 254712.55475308013 4594629.951971477, 254642.46252050638 4594670.952220601, 254437.06048248368 4594744.953263015, 254331.2653076344 4594750.95413774, 254233.17309438178 4594753.954959068, 254098.7688701154 4594741.9562565535, 254023.56693950982 4594743.956846128, 253888.77183988554 4594718.958229546
POTTAWATTAMIE,2000,16457,310,2313,823,405,405,18138,77141,317,6349
 255253.54213143827 4594291.950058793, 255194.04373280762 4594344.95014069, 254915.86274610204 4594530.95104282, 254841.66119204345 4594561.951405906, 254712.55475308013 4594629.951971477, 254642.46252050638 4594670.952220601, 254437.06048248368 4594744.953263015, 254331.2653076344 4594750.95413774, 254233.17309438178 4594753.954959068, 254098.7688701154 4594741.9562565535, 254023.56693950982 4594743.956846128, 253888.77183988554 4594718.958229546
POTTAWATTAMIE,2001,16000,285,2208,800,375,375,16536,74209,305,6091
 255253.54213143827 4594291.950058793, 255194.04373280762 4594344.95014069, 254915.86274610204 4594530.95104282, 254841.66119204345 4594561.951405906, 254712.55475308013 4594629.951971477, 254642.46252050638 4594670.952220601, 254437.06048248368 4594744.953263015, 254331.2653076344 4594750.95413774, 254233.17309438178 4594753.954959068, 254098.7688701154 4594741.9562565535, 254023.56693950982 4594743.956846128, 253888.77183988554 4594718.958229546
POTTAWATTAMIE,2002,14582,467,32734,729,230,230,26289,70872,285,5701
 255253.54213143827 4594291.950058793, 255194.04373280762 4594344.95014069, 254915.86274610204 4594530.95104282, 254841.66119204345 4594561.951405906, 254712.55475308013 4594629.951971477, 254642.46252050638 4594670.952220601, 254437.06048248368 4594744.953263015, 254331.2653076344 4594750.95413774, 254233.17309438178 4594753.954959068, 254098.7688701154 4594741.9562565535, 254023.56693950982 4594743.956846128, 253888.77183988554 4594718.958229546
POTTAWATTAMIE,2003,15000,396,29522,750,229,229,25507,69271,250,4992
 255253.54213143827 4594291.950058793, 255194.04373280762 4594344.95014069, 254915.86274610204 4594530.95104282, 254841.66119204345 4594561.951405906, 254712.55475308013 4594629.951971477, 254642.46252050638 4594670.952220601, 254437.06048248368 4594744.953263015, 254331.2653076344 4594750.95413774, 254233.17309438178 4594753.954959068, 254098.7688701154 4594741.9562565535, 254023.56693950982 4594743.956846128, 253888.77183988554 4594718.958229546
POTTAWATTAMIE,2004,14000,258,29242,700,184,184,25414,67557,233,4670
 255253.54213143827 4594291.950058793, 255194.04373280762 4594344.95014069, 254915.86274610204 4594530.95104282, 254841.66119204345 4594561.951405906, 254712.55475308013 4594629.951971477, 254642.46252050638 4594670.952220601, 254437.06048248368 4594744.953263015, 254331.2653076344 4594750.95413774, 254233.17309438178 4594753.954959068, 254098.7688701154 4594741.9562565535, 254023.56693950982 4594743.956846128, 253888.77183988554 4594718.958229546
POTTAWATTAMIE,2005,14000,287,31370,700,288,288,27123,65741,214,4281
 255253.54213143827 4594291.950058793, 255194.04373280762 4594344.95014069, 254915.86274610204 4594530.95104282, 254841.66119204345 4594561.951405906, 254712.55475308013 4594629.951971477, 254642.46252050638 4594670.952220601, 254437.06048248368 4594744.953263015, 254331.2653076344 4594750.95413774, 254233.17309438178 4594753.954959068, 254098.7688701154 4594741.9562565535, 254023.56693950982 4594743.956846128, 253888.77183988554 4594718.958229546
POTTAWATTAMIE,2006,14000,368,34348,700,404,404,29783,64392,194,3875
 255253.54213143827 4594291.950058793, 255194.04373280762 4594344.95014069, 254915.86274610204 4594530.95104282, 254841.66119204345 4594561.951405906, 254712.55475308013 4594629.951971477, 254642.46252050638 4594670.952220601, 254437.06048248368 4594744.953263015, 254331.2653076344 4594750.95413774, 254233.17309438178 4594753.954959068, 254098.7688701154 4594741.9562565535, 254023.56693950982 4594743.956846128, 253888.77183988554 4594718.958229546
POTTAWATTAMIE,2007,17798,706,51291,890,197,197,42243,64504,163,3252
 255253.54213143827 4594291.950058793, 255194.04373280762 4594344.95014069, 254915.86274610204 4594530.95104282, 254841.66119204345 4594561.951405906, 254712.55475308013 4594629.951971477, 254642.46252050638 4594670.952220601, 254437.06048248368 4594744.953263015, 254331.2653076344 4594750.95413774, 254233.17309438178 4594753.954959068, 254098.7688701154 4594741.9562565535, 254023.56693950982 4594743.956846128, 253888.77183988554 4594718.958229546
POTTAWATTAMIE,2008,13257,1283,37850,663,1233,1233,35915,67983,157,3143
 255253.54213143827 4594291.950058793, 255194.04373280762 4594344.95014069, 254915.86274610204 4594530.95104282, 254841.66119204345 4594561.951405906, 254712.55475308013 4594629.951971477, 254642.46252050638 4594670.952220601, 254437.06048248368 4594744.953263015, 254331.2653076344 4594750.95413774, 254233.17309438178 4594753.954959068, 254098.7688701154 4594741.9562565535, 254023.56693950982 4594743.956846128, 253888.77183988554 4594718.958229546
POTTAWATTAMIE,2009,12900,1288,34282,645,1402,1402,32877,70685,235,4700
 255253.54213143827 4594291.950058793, 255194.04373280762 4594344.95014069, 254915.86274610204 4594530.95104282, 254841.66119204345 4594561.951405906, 254712.55475308013 4594629.951971477, 254642.46252050638 4594670.952220601, 254437.06048248368 4594744.953263015, 254331.2653076344 4594750.95413774, 254233.17309438178 4594753.954959068, 254098.7688701154 4594741.9562565535, 254023.56693950982 4594743.956846128, 253888.77183988554 4594718.958229546
POTTAWATTAMIE,2010,12691,1293,33495,635,1428,1428,30766,74707,311,6211
 255253.54213143827 4594291.950058793, 255194.04373280762 4594344.95014069, 254915.86274610204 4594530.95104282, 254841.66119204345 4594561.951405906, 254712.55475308013 4594629.951971477, 254642.46252050638 4594670.952220601, 254437.06048248368 4594744.953263015, 254331.2653076344 4594750.95413774, 254233.17309438178 4594753.954959068, 254098.7688701154 4594741.9562565535, 254023.56693950982 4594743.956846128, 253888.77183988554 4594718.958229546
POTTAWATTAMIE,2011,12387,1261,31473,619,1537,1537,28244,79639,388,7750
 255253.54213143827 4594291.950058793, 255194.04373280762 4594344.95014069, 254915.86274610204 4594530.95104282, 254841.66119204345 4594561.951405906, 254712.55475308013 4594629.951971477, 254642.46252050638 4594670.952220601, 254437.06048248368 4594744.953263015, 254331.2653076344 4594750.95413774, 254233.17309438178 4594753.954959068, 254098.7688701154 4594741.9562565535, 254023.56693950982 4594743.956846128, 253888.77183988554 4594718.958229546
POTTAWATTAMIE,2012,14100,655,32341,705,211,211,26685,84087,401,8012
 255253.54213143827 4594291.950058793, 255194.04373280762 4594344.95014069, 254915.86274610204 4594530.95104282, 254841.66119204345 4594561.951405906, 254712.55475308013 4594629.951971477, 254642.46252050638 4594670.952220601, 254437.06048248368 4594744.953263015, 254331.2653076344 4594750.95413774, 254233.17309438178 4594753.954959068, 254098.7688701154 4594741.9562565535, 254023.56693950982 4594743.956846128, 253888.77183988554 4594718.958229546
POTTAWATTAMIE,2013,13679,653,27340,684,334,334,25118,75498,454,9089
 255253.54213143827 4594291.950058793, 255194.04373280762 4594344.95014069, 254915.86274610204 4594530.95104282, 254841.66119204345 4594561.951405906, 254712.55475308013 4594629.951971477, 254642.46252050638 4594670.952220601, 254437.06048248368 4594744.953263015, 254331.2653076344 4594750.95413774, 254233.17309438178 4594753.954959068, 254098.7688701154 4594741.9562565535, 254023.56693950982 4594743.956846128, 253888.77183988554 4594718.958229546
POTTAWATTAMIE,2014,12927,643,27235,646,321,321,25183,68739,473,9463
 255253.54213143827 4594291.950058793, 255194.04373280762 4594344.95014069, 254915.86274610204 4594530.95104282, 254841.66119204345 4594561.951405906, 254712.55475308013 4594629.951971477, 254642.46252050638 4594670.952220601, 254437.06048248368 4594744.953263015, 254331.2653076344 4594750.95413774, 254233.17309438178 4594753.954959068, 254098.7688701154 4594741.9562565535, 254023.56693950982 4594743.956846128, 253888.77183988554 4594718.958229546
POTTAWATTAMIE,2015,13311,670,27746,666,422,422,25453,60278,483,9650
 255253.54213143827 4594291.950058793, 255194.04373280762 4594344.95014069, 254915.86274610204 4594530.95104282, 254841.66119204345 4594561.951405906, 254712.55475308013 4594629.951971477, 254642.46252050638 4594670.952220601, 254437.06048248368 4594744.953263015, 254331.2653076344 4594750.95413774, 254233.17309438178 4594753.954959068, 254098.7688701154 4594741.9562565535, 254023.56693950982 4594743.956846128, 253888.77183988554 4594718.958229546
POTTAWATTAMIE,2016,13881,679,28695,694,561,561,25870,53499,483,9650
 255253.54213143827 4594291.950058793, 255194.04373280762 4594344.95014069, 254915.86274610204 4594530.95104282, 254841.66119204345 4594561.951405906, 254712.55475308013 4594629.951971477, 254642.46252050638 4594670.952220601, 254437.06048248368 4594744.953263015, 254331.2653076344 4594750.95413774, 254233.17309438178 4594753.954959068, 254098.7688701154 4594741.9562565535, 254023.56693950982 4594743.956846128, 253888.77183988554 4594718.958229546
POTTAWATTAMIE,2017,14777,552,39224,739,325,325,29480,45993,468,9370
 255253.54213143827 4594291.950058793, 255194.04373280762 4594344.95014069, 254915.86274610204 4594530.95104282, 254841.66119204345 4594561.951405906, 254712.55475308013 4594629.951971477, 254642.46252050638 4594670.952220601, 254437.06048248368 4594744.953263015, 254331.2653076344 4594750.95413774, 254233.17309438178 4594753.954959068, 254098.7688701154 4594741.9562565535, 254023.56693950982 4594743.956846128, 253888.77183988554 4594718.958229546
POTTAWATTAMIE,2018,13489,717,31074,674,708,708,26763,47080,478,9557
 255253.54213143827 4594291.950058793, 255194.04373280762 4594344.95014069, 254915.86274610204 4594530.95104282, 254841.66119204345 4594561.951405906, 254712.55475308013 4594629.951971477, 254642.46252050638 4594670.952220601, 254437.06048248368 4594744.953263015, 254331.2653076344 4594750.95413774, 254233.17309438178 4594753.954959068, 254098.7688701154 4594741.9562565535, 254023.56693950982 4594743.956846128, 253888.77183988554 4594718.958229546
POTTAWATTAMIE,2019,13197,717,31552,660,692,692,26922,48344,492,9838
 255253.54213143827 4594291.950058793, 255194.04373280762 4594344.95014069, 254915.86274610204 4594530.95104282, 254841.66119204345 4594561.951405906, 254712.55475308013 4594629.951971477, 254642.46252050638 4594670.952220601, 254437.06048248368 4594744.953263015, 254331.2653076344 4594750.95413774, 254233.17309438178 4594753.954959068, 254098.7688701154 4594741.9562565535, 254023.56693950982 4594743.956846128, 253888.77183988554 4594718.958229546
POWESHIEK,1968,26900,4000,45700,1345,262,262,31638,81904,1217,24330
POWESHIEK,1969,27000,3500,52565,1350,5,5,33927,73904,1132,22642
POWESHIEK,1970,29200,3400,52565,1460,-137,-137,33927,83904,1121,22411
POWESHIEK,1971,29100,3300,47316,1455,-60,-60,32177,80238,947,18948
POWESHIEK,1972,29300,3200,50166,1465,-105,-105,33127,75238,974,19475
POWESHIEK,1973,30000,3200,45653,1500,-51,-51,22584,75904,964,19284
POWESHIEK,1974,28800,2400,40736,1440,262,262,20312,71904,835,16693
POWESHIEK,1975,30000,2400,28503,1500,563,563,16234,67371,876,17529
POWESHIEK,1976,31850,2300,36342,1592,637,637,19231,129367,967,19341
POWESHIEK,1977,32515,2184,36104,1626,585,585,19535,133467,1037,20732
POWESHIEK,1978,31900,2000,40142,1595,453,453,21047,125000,1094,21874
POWESHIEK,1979,30000,2100,38480,1500,390,390,18993,133333,1010,20205
POWESHIEK,1980,32500,2000,33016,1625,431,431,17005,128333,1005,20099
POWESHIEK,1981,33100,1800,32541,1655,454,454,16980,132734,989,19773
POWESHIEK,1982,31500,1900,26841,1575,702,702,15180,130000,857,17134
POWESHIEK,1983,27200,1800,28741,1360,686,686,16047,125000,873,17461
POWESHIEK,1984,23600,1500,23753,1180,627,627,12684,121000,830,16597
POWESHIEK,1985,21400,1500,20902,1070,757,757,11301,115667,791,15830
POWESHIEK,1986,20800,1400,21378,1040,580,580,11126,107333,760,15207
POWESHIEK,1987,20000,1300,23515,1000,372,372,12672,103667,801,16022
POWESHIEK,1988,20000,1100,23634,1000,242,242,13045,105333,768,15350
POWESHIEK,1989,21400,1200,21853,1070,278,278,11951,111667,806,16118
POWESHIEK,1990,19700,1200,23278,985,311,311,12188,112055,768,15350
POWESHIEK,1991,19163,1101,24465,958,206,206,12345,114980,863,17270
POWESHIEK,1992,18658,1113,20902,933,286,286,10919,114148,815,16310
POWESHIEK,1993,17982,1125,21140,899,250,250,10760,113890,815,16310
POWESHIEK,1994,17230,1163,21853,862,202,202,10760,112049,720,14390
POWESHIEK,1995,17032,1135,21615,852,201,201,10442,109002,652,13048
POWESHIEK,1996,16053,1154,21378,803,147,147,10125,105847,600,11992
POWESHIEK,1997,15474,1091,23753,774,-30,-30,10678,110727,590,11791
POWESHIEK,1998,15073,1025,23753,754,11,11,10251,99007,480,9610
POWESHIEK,1999,15508,928,24228,775,14,14,10709,85652,375,7498
POWESHIEK,2000,15801,832,26128,790,-16,-16,11343,71712,292,5839
POWESHIEK,2001,15400,692,24940,770,32,32,10780,58822,218,4363
POWESHIEK,2002,16298,683,7683,815,292,292,5099,45550,134,2685
POWESHIEK,2003,16000,1493,5781,800,701,701,4594,52915,152,3046
POWESHIEK,2004,14000,1388,4800,700,749,749,3933,60195,182,3632
POWESHIEK,2005,12000,2200,4322,600,1230,1230,3107,67402,211,4215
POWESHIEK,2006,13000,1682,3969,650,842,842,2990,74997,241,4827
POWESHIEK,2007,11295,683,4952,565,207,207,3612,83753,258,5155
POWESHIEK,2008,12100,700,4036,605,207,207,3263,82799,248,4952
POWESHIEK,2009,11600,700,4060,580,215,215,3227,83029,206,4110
POWESHIEK,2010,11200,700,4439,560,209,209,3310,84313,149,2977
POWESHIEK,2011,10700,600,4706,535,198,198,3356,86517,87,1749
POWESHIEK,2012,10776,1247,5515,539,862,862,3582,88318,20,394
POWESHIEK,2013,10455,1244,4546,523,969,969,3363,89284,22,448
POWESHIEK,2014,9880,1225,4421,494,964,964,3426,92190,23,466
POWESHIEK,2015,10174,1275,4403,509,1010,1010,3525,93289,24,475
POWESHIEK,2016,10609,1293,4457,530,984,984,3648,96175,24,475
POWESHIEK,2017,11294,1052,5969,565,611,611,4256,98289,23,461
POWESHIEK,2018,10309,1366,4729,515,970,970,3843,99447,24,470
POWESHIEK,2019,10086,1366,4801,504,969,969,3867,100794,24,484
RINGGOLD,1968,25700,2800,6955,1285,1290,1290,4585,96655,60,1197
RINGGOLD,1969,27300,2900,7999,1365,1221,1221,4933,93988,56,1114
RINGGOLD,1970,29500,2800,7999,1475,1093,1093,4933,99655,55,1103
RINGGOLD,1971,32600,2600,7200,1630,885,885,4667,94988,47,932
RINGGOLD,1972,36000,2400,7634,1800,849,849,4811,93322,48,958
RINGGOLD,1973,36000,1900,6947,1800,726,726,4582,94322,47,949
RINGGOLD,1974,34300,1300,6199,1715,589,589,4333,92655,41,822
RINGGOLD,1975,37200,1500,4338,1860,696,696,3513,90155,43,863
RINGGOLD,1976,41650,1200,5530,2082,618,618,3843,54300,48,951
RINGGOLD,1977,39860,1168,5494,1993,609,609,3765,54333,51,1020
RINGGOLD,1978,36500,1100,6109,1825,621,621,4103,57333,54,1076
RINGGOLD,1979,36000,1200,5856,1800,664,664,3885,66000,50,994
RINGGOLD,1980,38500,1000,5024,1925,475,475,3508,70000,49,990
RINGGOLD,1981,39000,1000,4952,1950,474,474,3651,67377,49,973
RINGGOLD,1982,37200,900,4085,1860,529,529,3395,61667,42,843
RINGGOLD,1983,33000,900,4374,1650,565,565,3491,58333,43,859
RINGGOLD,1984,28100,500,3615,1405,327,327,2638,55667,41,817
RINGGOLD,1985,26700,500,3181,1335,333,333,2894,58333,39,779
RINGGOLD,1986,24000,600,3253,1200,390,390,3084,49667,37,749
RINGGOLD,1987,25000,600,3578,1250,265,265,3693,46000,39,789
RINGGOLD,1988,25500,700,3597,1275,306,306,3699,49667,38,755
RINGGOLD,1989,25300,800,3325,1265,357,357,3442,43000,40,793
RINGGOLD,1990,23700,800,3542,1185,388,388,3391,52917,38,755
RINGGOLD,1991,23493,669,3723,1175,305,305,3328,64770,42,850
RINGGOLD,1992,23327,610,3181,1166,282,282,3025,74334,40,803
RINGGOLD,1993,22951,548,3217,1148,248,248,2914,84271,40,803
RINGGOLD,1994,22471,491,3325,1124,218,218,2827,92320,35,709
RINGGOLD,1995,22722,406,3289,1136,182,182,2692,98187,32,642
RINGGOLD,1996,21929,336,3253,1096,145,145,2557,102887,30,590
RINGGOLD,1997,21674,242,3615,1084,90,90,2555,120089,959,19178
RINGGOLD,1998,20753,234,3615,1038,103,103,2205,119821,925,18499
RINGGOLD,1999,20982,217,3687,1049,101,101,2362,116770,884,17678
RINGGOLD,2000,21003,202,3976,1050,99,99,2459,112603,887,17740
RINGGOLD,2001,20100,174,3795,1005,98,98,2332,110347,932,18631
RINGGOLD,2002,25745,180,4570,1287,69,69,2897,107326,640,12810
RINGGOLD,2003,22000,201,3516,1100,109,109,2505,102206,923,18465
RINGGOLD,2004,24000,115,2993,1200,46,46,1998,96982,954,19076
RINGGOLD,2005,23500,109,2774,1175,49,49,1758,91699,977,19531
RINGGOLD,2006,26000,100,2634,1300,29,29,1878,87167,1000,20010
RINGGOLD,2007,21266,259,3419,1063,69,69,2439,84516,967,19338
RINGGOLD,2008,22500,200,3617,1125,44,44,2812,92558,933,18667
RINGGOLD,2009,22000,200,4438,1100,42,42,3393,99250,1058,21156
RINGGOLD,2010,21000,200,5689,1050,40,40,4118,107613,1146,22924
RINGGOLD,2011,20000,200,6882,1000,42,42,4823,117053,1228,24570
RINGGOLD,2012,23445,124,9020,1172,56,56,5843,125885,1125,22499
RINGGOLD,2013,24500,100,6925,1225,45,45,5006,136261,1276,25520
RINGGOLD,2014,23000,100,6254,1150,49,49,4644,148842,1329,26572
RINGGOLD,2015,24000,100,5766,1200,46,46,4343,159298,1355,27099
RINGGOLD,2016,25000,100,5382,1250,42,42,4076,171922,1355,27099
RINGGOLD,2017,26646,88,6618,1332,28,28,4350,183619,1315,26310
RINGGOLD,2018,27000,200,5243,1350,67,67,3891,185105,1342,26835
RINGGOLD,2019,26500,200,5324,1325,70,70,3918,186835,1381,27625
SAC,1968,13900,4300,7711,695,11210,11210,4714,213627,3416,68320
SAC,1969,14800,3900,8869,740,10291,10291,5100,200627,3179,63579
SAC,1970,14600,3600,8869,730,10306,10306,5100,211293,3147,62932
SAC,1971,18600,3400,7983,930,8043,8043,4805,208627,2660,53207
SAC,1972,19000,3400,8464,950,8894,8894,4965,207293,2734,54689
SAC,1973,19900,2800,7703,995,7204,7204,42734,207960,2707,54150
SAC,1974,20300,2400,6873,1015,6513,6513,34424,206960,2344,46876
SAC,1975,18800,2400,4809,940,5709,5709,26970,197627,2461,49220
SAC,1976,17100,2550,6132,855,5974,5974,28144,140067,2716,54311
SAC,1977,16984,2159,6092,849,5431,5431,28864,167700,2911,58217
SAC,1978,16200,1700,6773,810,4773,4773,32258,165000,3071,61424
SAC,1979,15500,1600,6492,775,4006,4006,28831,181667,2837,56736
SAC,1980,16100,1800,5571,805,4310,4310,26524,193333,2822,56439
SAC,1981,17700,1900,5490,885,4489,4489,25163,194845,2776,55524
SAC,1982,16700,2000,4529,835,4045,4045,21843,186667,2406,48115
SAC,1983,15000,1900,4849,750,3907,3907,21950,186667,2452,49031
SAC,1984,13700,1500,4008,685,2768,2768,15869,184333,2330,46607
SAC,1985,11500,1300,3527,575,2239,2239,14176,192333,2223,44451
SAC,1986,10000,1400,3607,500,2793,2793,13202,183000,2135,42700
SAC,1987,9000,900,3968,450,2076,2076,15323,190333,2249,44990
SAC,1988,9500,1000,3988,475,1811,1811,14329,207000,2155,43104
SAC,1989,9800,900,3687,490,1814,1814,14229,204000,2263,45259
SAC,1990,9800,700,3928,490,1569,1569,14154,218417,2155,43104
SAC,1991,9344,655,4128,467,1431,1431,14065,238458,2425,48492
SAC,1992,8901,675,3527,445,1492,1492,13709,250813,2290,45798
SAC,1993,8378,697,3567,419,1527,1527,13566,264370,2290,45798
SAC,1994,7820,734,3687,391,1592,1592,13451,273658,2021,40410
SAC,1995,7511,731,3647,376,1602,1602,13282,278865,1832,36638
SAC,1996,6857,758,3607,343,1619,1619,13113,282623,1684,33675
SAC,1997,6379,732,4008,319,1446,1446,13091,311301,1019,20377
SAC,1998,5884,668,4008,294,1369,1369,12269,338845,1046,20926
SAC,1999,5716,581,4088,286,1172,1172,13763,360868,1060,21209
SAC,2000,5478,498,4408,274,990,990,13836,379364,1125,22499
SAC,2001,5000,389,4208,250,810,810,13036,403005,1245,24903
SAC,2002,4421,355,15713,221,359,359,16683,423896,1353,27053
SAC,2003,4500,555,17148,225,443,443,17383,449491,1157,23138
SAC,2004,4000,433,19388,200,585,585,18796,474283,1051,21018
SAC,2005,4000,560,22941,200,632,632,20314,498367,928,18569
SAC,2006,5000,818,27098,250,480,480,22366,525953,800,16005
SAC,2007,7390,788,42993,370,809,809,32862,564240,628,12555
SAC,2008,7900,800,31544,395,1304,1304,28071,551837,605,12095
SAC,2009,7600,800,28376,380,1469,1469,26040,520423,581,11630
SAC,2010,7300,800,27499,365,1533,1533,24773,498590,528,10558
SAC,2011,7000,700,25582,350,1517,1517,23159,481849,466,9323
SAC,2012,7390,1366,25962,370,614,614,22311,461711,343,6866
SAC,2013,7500,1274,20980,375,934,934,20166,465400,389,7788
SAC,2014,7400,1164,20011,370,853,853,19359,478713,405,8109
SAC,2015,7942,1120,19550,397,865,865,18721,483029,413,8270
SAC,2016,8617,1043,19416,431,755,755,18192,496271,413,8270
SAC,2017,9029,441,25520,451,142,142,19742,505664,401,8029
SAC,2018,9100,400,20217,455,249,249,17975,511479,409,8189
SAC,2019,8900,400,20528,445,241,241,18078,518245,421,8430
SCOTT,1968,8400,5300,29734,420,3510,3510,21147,423297,1042,20849
 720577.1629618572 4623242.361294941, 720589.4128383684 4623258.3614222715, 720597.1623152217 4623333.36172042, 720596.47454978 4623358.361846006, 720606.099154141 4623416.362107186, 720603.9110678723 4623489.362423871, 720635.4104432922 4623578.362812199, 720660.4105034304 4623592.362962348, 720671.4104839149 4623605.363007482, 720719.2857101718 4623618.363081673, 720744.6608347396 4623619.36322728, 720767.7861054536 4623612.363236473
SCOTT,1969,9100,4900,34200,455,2160,2160,22636,413797,970,19401
 720577.1629618572 4623242.361294941, 720589.4128383684 4623258.3614222715, 720597.1623152217 4623333.36172042, 720596.47454978 4623358.361846006, 720606.099154141 4623416.362107186, 720603.9110678723 4623489.362423871, 720635.4104432922 4623578.362812199, 720660.4105034304 4623592.362962348, 720671.4104839149 4623605.363007482, 720719.2857101718 4623618.363081673, 720744.6608347396 4623619.36322728, 720767.7861054536 4623612.363236473
SCOTT,1970,9300,4500,34200,465,1555,1555,22636,420797,960,19204
 720577.1629618572 4623242.361294941, 720589.4128383684 4623258.3614222715, 720597.1623152217 4623333.36172042, 720596.47454978 4623358.361846006, 720606.099154141 4623416.362107186, 720603.9110678723 4623489.362423871, 720635.4104432922 4623578.362812199, 720660.4105034304 4623592.362962348, 720671.4104839149 4623605.363007482, 720719.2857101718 4623618.363081673, 720744.6608347396 4623619.36322728, 720767.7861054536 4623612.363236473
SCOTT,1971,9800,4100,30785,490,1596,1596,21497,414797,812,16236
 720577.1629618572 4623242.361294941, 720589.4128383684 4623258.3614222715, 720597.1623152217 4623333.36172042, 720596.47454978 4623358.361846006, 720606.099154141 4623416.362107186, 720603.9110678723 4623489.362423871, 720635.4104432922 4623578.362812199, 720660.4105034304 4623592.362962348, 720671.4104839149 4623605.363007482, 720719.2857101718 4623618.363081673, 720744.6608347396 4623619.36322728, 720767.7861054536 4623612.363236473
SCOTT,1972,9700,4100,32639,485,2091,2091,22115,413130,834,16689
 720577.1629618572 4623242.361294941, 720589.4128383684 4623258.3614222715, 720597.1623152217 4623333.36172042, 720596.47454978 4623358.361846006, 720606.099154141 4623416.362107186, 720603.9110678723 4623489.362423871, 720635.4104432922 4623578.362812199, 720660.4105034304 4623592.362962348, 720671.4104839149 4623605.363007482, 720719.2857101718 4623618.363081673, 720744.6608347396 4623619.36322728, 720767.7861054536 4623612.363236473
SCOTT,1973,9700,3900,29703,485,1937,1937,19301,413464,826,16524
 720577.1629618572 4623242.361294941, 720589.4128383684 4623258.3614222715, 720597.1623152217 4623333.36172042, 720596.47454978 4623358.361846006, 720606.099154141 4623416.362107186, 720603.9110678723 4623489.362423871, 720635.4104432922 4623578.362812199, 720660.4105034304 4623592.362962348, 720671.4104839149 4623605.363007482, 720719.2857101718 4623618.363081673, 720744.6608347396 4623619.36322728, 720767.7861054536 4623612.363236473
SCOTT,1974,10000,3700,26504,500,2228,2228,18335,410797,715,14305
 720577.1629618572 4623242.361294941, 720589.4128383684 4623258.3614222715, 720597.1623152217 4623333.36172042, 720596.47454978 4623358.361846006, 720606.099154141 4623416.362107186, 720603.9110678723 4623489.362423871, 720635.4104432922 4623578.362812199, 720660.4105034304 4623592.362962348, 720671.4104839149 4623605.363007482, 720719.2857101718 4623618.363081673, 720744.6608347396 4623619.36322728, 720767.7861054536 4623612.363236473
SCOTT,1975,9600,4000,18545,480,3452,3452,13982,406564,751,15020
 720577.1629618572 4623242.361294941, 720589.4128383684 4623258.3614222715, 720597.1623152217 4623333.36172042, 720596.47454978 4623358.361846006, 720606.099154141 4623416.362107186, 720603.9110678723 4623489.362423871, 720635.4104432922 4623578.362812199, 720660.4105034304 4623592.362962348, 720671.4104839149 4623605.363007482, 720719.2857101718 4623618.363081673, 720744.6608347396 4623619.36322728, 720767.7861054536 4623612.363236473
SCOTT,1976,10500,3400,23645,525,1777,1777,16198,144933,829,16573
 720577.1629618572 4623242.361294941, 720589.4128383684 4623258.3614222715, 720597.1623152217 4623333.36172042, 720596.47454978 4623358.361846006, 720606.099154141 4623416.362107186, 720603.9110678723 4623489.362423871, 720635.4104432922 4623578.362812199, 720660.4105034304 4623592.362962348, 720671.4104839149 4623605.363007482, 720719.2857101718 4623618.363081673, 720744.6608347396 4623619.36322728, 720767.7861054536 4623612.363236473
SCOTT,1977,10711,3505,23490,536,2006,2006,16663,145800,888,17766
 720577.1629618572 4623242.361294941, 720589.4128383684 4623258.3614222715, 720597.1623152217 4623333.36172042, 720596.47454978 4623358.361846006, 720606.099154141 4623416.362107186, 720603.9110678723 4623489.362423871, 720635.4104432922 4623578.362812199, 720660.4105034304 4623592.362962348, 720671.4104839149 4623605.363007482, 720719.2857101718 4623618.363081673, 720744.6608347396 4623619.36322728, 720767.7861054536 4623612.363236473
SCOTT,1978,10500,3500,26117,525,1970,1970,17706,136667,937,18744
