Number,CountyName,Year,beef,milk,steers,bulls,dairy_150,dairy_440,fin_cattle,hogs_fin,hogs_sow,hogs_boars,corng_y,corng_pa,corng_ha,soy_y,soy_pa,soy_ha,CN_lb/ac,CN,MN,FN,GN,NS
2785,KEOKUK,1997,13430,203,18491,672,-30,-30,8297,130899,749,14976,143.4,102900,101000.0,50.6,87000,79500.0,54.42683691,61.0,26.4,80.2,155.4,12.2
2786,KEOKUK,1998,13041,229,18491,652,-19,-19,8164,146969,708,14162,120.6,98800,103900.0,47.3,83200,79400.0,54.35123514,60.9,29.6,71.9,138.8,23.6
2787,KEOKUK,1999,13376,247,18861,669,-13,-13,8554,160807,663,13262,123.5,101000,105500.0,39.5,93000,89900.0,54.9230648,61.6,29.7,55.2,127.6,18.9
2788,KEOKUK,2000,13587,265,20340,679,-14,-14,9047,173291,652,13038,147.6,101000,106000.0,42.7,92000,88800.0,53.73085082,60.2,31.9,63.1,143.3,11.9
2789,KEOKUK,2001,13200,264,19416,660,9,9,8939,187780,670,13408,142.1,82000,100000.0,42.6,90000,91500.0,50.83492416,57.0,37.7,69.0,142.6,21.1
2790,KEOKUK,2002,13231,314,8271,662,86,86,6091,201226,678,13565,160.8,104000,100500.0,44.5,89000,86400.0,47.6019184,53.4,33.3,65.5,152.6,-0.4
2791,KEOKUK,2003,13500,416,6199,675,145,145,5400,206465,638,12757,155.2,102000,101000.0,31.5,92000,88600.0,49.58998037,55.6,33.4,34.1,124.6,-1.5
2792,KEOKUK,2004,14000,285,5121,700,89,89,4040,211374,646,12926,190.5,106000,108000.0,53.2,90000,83900.0,57.16903371,64.1,33.0,86.8,179.5,4.4
2793,KEOKUK,2005,16000,332,4587,800,155,155,3529,215981,649,12973,135.0,109000,102000.0,49.8,89000,84500.0,57.6010634,64.6,33.4,76.8,151.8,23.0
2794,KEOKUK,2006,16000,446,4184,800,198,198,3061,221932,651,13024,166.6,103500,101500.0,45.9,92000,84500.0,56.29409514,63.1,34.5,70.4,157.1,10.9
2795,KEOKUK,2007,19289,892,5177,964,-16,-16,3640,232117,616,12329,174.5,125000,117600.0,51.3,73000,71400.0,56.69321431,63.6,36.3,65.9,163.8,2.0
2796,KEOKUK,2008,13584,1691,4379,679,286,286,3350,247007,595,11905,157.0,113500,103000.0,47.0,86500,78200.0,64.06138864,71.8,37.7,67.3,153.4,23.4
2797,KEOKUK,2009,12456,1766,4561,623,378,378,3387,259435,596,11924,167.7,119500,110500.0,54.0,89500,83000.0,54.97560349,61.6,37.6,82.8,170.6,11.4
2798,KEOKUK,2010,11505,1843,5147,575,409,409,3559,275708,569,11379,111.2,121000,106500.0,45.4,93000,86000.0,48.72759462,54.6,38.6,63.9,132.9,24.2
2799,KEOKUK,2011,10497,1866,5623,525,490,490,3694,294633,535,10691,152.4,121000,117500.0,50.6,94700,82100.0,58.74364343,65.9,40.5,76.9,156.0,27.3
2800,KEOKUK,2012,11037,483,6774,552,168,168,4055,312148,426,8530,113.0,123000,113800.0,49.1,93400,87600.0,53.79209523,60.3,41.2,72.1,139.2,34.4
2801,KEOKUK,2013,11500,500,6101,575,173,173,4143,311837,484,9675,156.7,117000,108700.0,41.1,101000,84600.0,51.05189416,57.2,41.0,57.3,142.7,12.8
2802,KEOKUK,2014,10900,500,6422,545,167,167,4563,316788,504,10073,193.2,118000,107500.0,52.6,103000,91100.0,45.67014125,51.2,41.2,86.6,181.3,-2.3
2803,KEOKUK,2015,11300,500,6866,565,165,165,5024,316928,514,10273,181.0,119000,108400.0,53.4,104000,89900.0,47.35974793,53.1,41.1,88.7,177.5,5.4
2804,KEOKUK,2016,11900,500,7412,595,143,143,5519,321740,514,10273,208.6,119000,105900.0,57.1,99500,94500.0,50.34899047,56.4,42.8,95.7,197.5,-2.6
2805,KEOKUK,2017,13179,82,10526,659,16,16,6870,324523,499,9974,176.4,117500,107400.0,51.6,102500,92200.0,51.22073358,57.4,43.3,84.1,172.9,11.9
2806,KEOKUK,2018,13300,187,8339,665,52,52,6141,327441,509,10173,203.7,119000,104700.0,57.7,104500,90300.0,46.34433039,52.0,42.6,99.8,196.0,-1.6
2807,KEOKUK,2019,13100,187,8467,655,50,50,6184,330837,524,10472,175.5,123500,101900.0,55.8,97000,84800.0,46.86900873,52.5,43.6,89.4,180.0,5.5
2808,KOSSUTH,1968,9600,7300,12264,480,13575,13575,7450,325638,1295,25901,107.9,228000,106000.0,31.4,342100,23400.0,49.7709737,55.8,21.5,42.8,89.9,30.2
2809,KOSSUTH,1969,9200,6000,14106,460,11296,11296,8064,317971,1205,24103,114.0,223000,104000.0,34.4,326100,21000.0,49.75204045,55.8,21.3,52.0,95.1,34.0
2810,KOSSUTH,1970,11200,5600,14106,560,8922,8922,8064,334305,1193,23858,100.7,224400,109400.0,32.4,310100,22100.0,53.7625614,60.3,22.3,44.5,85.5,41.6
2811,KOSSUTH,1971,9600,5100,12697,480,9215,9215,7594,325971,1009,20171,112.3,257200,120500.0,32.2,294100,23400.0,51.32977943,57.5,20.7,40.3,92.2,26.3
2812,KOSSUTH,1972,9600,4800,13462,480,8443,8443,7849,324638,1037,20732,117.2,241400,111400.0,36.0,278100,29100.0,55.0993717,61.8,21.8,51.5,100.9,34.2
2813,KOSSUTH,1973,11000,4300,12251,550,7560,7560,18517,333971,1026,20529,115.5,245700,115400.0,36.0,262100,43000.0,60.04422176,67.3,24.2,49.6,104.4,36.7
2814,KOSSUTH,1974,10600,3900,10932,530,7563,7563,16177,331971,889,17770,99.0,279500,120400.0,31.2,246100,37600.0,60.66269844,68.0,22.6,32.9,87.8,35.7
2815,KOSSUTH,1975,11000,3900,7649,550,6609,6609,15383,322971,933,18659,102.5,282000,127700.0,36.6,235400,33600.0,58.2438005,65.3,22.2,45.2,92.9,39.8
2816,KOSSUTH,1976,11050,3500,9753,552,5382,5382,16218,193700,1029,20590,94.5,279600,135200.0,33.9,217300,28000.0,81.370471,91.2,16.5,37.1,83.0,61.8
2817,KOSSUTH,1977,11000,3100,9689,550,5239,5239,16396,204333,1104,22070,101.6,266200,136400.0,36.2,238100,31700.0,75.14486704,84.2,16.7,45.9,90.4,56.4
2818,KOSSUTH,1978,10200,3000,10772,510,5684,5684,18757,206667,1164,23286,124.8,280000,140000.0,35.2,247800,37000.0,69.97761948,78.4,16.5,43.1,104.8,33.2
2819,KOSSUTH,1979,8900,2900,10326,445,5705,5705,16775,223333,1075,21509,130.3,283000,142000.0,34.0,249600,41200.0,78.9666589,88.5,16.6,40.0,107.7,37.4
2820,KOSSUTH,1980,9300,2700,8860,465,6038,6038,15453,241667,1070,21396,131.9,283000,143000.0,41.0,247100,43700.0,74.71189559,83.8,17.3,57.4,116.1,42.4
2821,KOSSUTH,1981,10200,2700,8733,510,5961,5961,15578,248333,1052,21050,138.0,298000,156900.0,36.0,244000,42700.0,83.57018291,93.7,17.3,43.3,113.5,40.8
2822,KOSSUTH,1982,9500,2700,7203,475,5292,5292,13401,256667,912,18241,133.5,286000,151800.0,37.8,257000,41000.0,74.09823727,83.1,17.0,50.1,112.5,37.7
2823,KOSSUTH,1983,8400,2600,7713,420,5302,5302,13104,248333,929,18588,98.4,184000,105000.0,37.6,256000,40800.0,74.46660367,83.5,20.4,61.0,97.8,67.1
2824,KOSSUTH,1984,7900,2600,6374,395,5167,5167,10958,236000,883,17669,117.4,271000,156500.0,32.8,268000,43900.0,77.49594026,86.9,15.7,39.2,98.8,43.0
2825,KOSSUTH,1985,6700,2500,5609,335,5959,5959,9870,220000,843,16851,142.4,265000,161500.0,38.0,271000,41600.0,83.22618847,93.3,14.8,54.1,117.4,44.8
2826,KOSSUTH,1986,5800,2500,5737,290,4168,4168,8912,187667,809,16188,152.6,239000,144100.0,42.2,274000,43000.0,73.05479505,81.9,13.4,69.3,128.8,35.8
2827,KOSSUTH,1987,5300,2400,6310,265,3697,3697,9603,199667,853,17056,146.3,209000,121300.0,45.3,236000,42000.0,76.6709128,85.9,16.1,77.7,130.6,49.1
2828,KOSSUTH,1988,5500,2400,6342,275,3339,3339,8947,207667,817,16341,122.0,237000,116900.0,37.4,236000,43400.0,81.66056561,91.5,15.4,51.7,109.5,49.1
2829,KOSSUTH,1989,6100,2500,5864,305,3667,3667,8621,199000,858,17158,144.4,275000,141300.0,41.0,236000,44800.0,76.85867394,86.2,13.9,56.9,123.7,33.3
2830,KOSSUTH,1990,5800,2600,6247,290,3879,3879,8856,215645,817,16341,138.8,278000,146200.0,42.3,230000,42700.0,73.55947543,82.5,14.9,58.9,120.7,35.6
2831,KOSSUTH,1991,5696,2209,6565,285,3288,3288,9070,237687,919,18384,108.7,245000,150000.0,31.5,273000,45000.0,67.63764864,75.8,15.6,37.8,93.2,36.0
2832,KOSSUTH,1992,5601,2047,5609,280,3201,3201,8858,252272,868,17362,157.5,311000,152200.0,42.8,215000,44800.0,68.54372946,76.8,15.8,54.3,132.0,14.9
2833,KOSSUTH,1993,5456,1881,5673,273,2936,2936,8987,268019,868,17362,74.8,275000,131000.0,21.9,235000,48400.0,59.3244248,66.5,17.0,9.2,65.9,26.8
2834,KOSSUTH,1994,5286,1739,5864,264,2693,2693,9158,279765,766,15320,156.8,306000,149200.0,44.1,240000,49900.0,74.31435046,83.3,16.3,61.5,134.6,26.5
2835,KOSSUTH,1995,5288,1495,5801,264,2429,2429,9244,287771,694,13890,131.7,300000,145700.0,45.1,240000,53800.0,66.41723857,74.5,16.7,64.6,123.6,32.2
2836,KOSSUTH,1996,5047,1306,5737,252,2099,2099,9330,294537,638,12767,143.6,302000,151800.0,42.1,237000,59900.0,75.46637954,84.6,16.9,56.8,127.5,30.8
2837,KOSSUTH,1997,4931,1029,6374,247,1537,1537,9650,324329,1558,31167,147.2,290300,139000.0,43.8,251600,73700.0,70.26554942,78.8,18.8,64.2,136.6,25.2
2838,KOSSUTH,1998,4825,861,6374,241,1343,1343,9125,358508,1362,27248,148.5,305100,141600.0,46.9,247700,76000.0,67.5925505,75.8,19.7,69.5,142.1,22.9
2839,KOSSUTH,1999,4989,664,6502,249,1023,1023,10101,387584,1168,23353,150.7,300000,133400.0,41.9,259000,80700.0,63.98456555,71.7,20.7,59.3,137.5,14.2
2840,KOSSUTH,2000,5107,474,7012,255,712,712,10237,413214,1037,20746,157.6,306000,134300.0,45.9,251000,82800.0,68.25316785,76.5,21.7,67.4,147.6,18.0
2841,KOSSUTH,2001,5000,300,6693,250,474,474,9664,443790,948,18968,138.1,293000,128400.0,40.6,264000,88500.0,55.47954271,62.2,22.9,57.4,131.9,10.6
2842,KOSSUTH,2002,5801,632,17193,290,371,371,14241,471650,835,16694,163.3,298000,129500.0,48.1,246000,82800.0,61.24816358,68.7,25.8,73.1,154.5,13.1
2843,KOSSUTH,2003,5000,600,14238,250,611,611,13413,536664,847,16934,170.7,299500,132000.0,33.7,255000,82700.0,66.58422253,74.6,28.0,38.5,133.6,7.5
2844,KOSSUTH,2004,5000,400,13079,250,492,492,12360,600080,923,18452,178.4,312000,139000.0,43.0,240000,76900.0,66.94693282,75.0,30.8,58.3,151.0,13.1
2845,KOSSUTH,2005,6000,319,13119,300,410,410,12040,661791,994,19873,187.5,308000,139000.0,54.7,231500,74100.0,75.35891498,84.5,34.5,84.6,172.5,31.1
2846,KOSSUTH,2006,7000,300,13520,350,325,325,12173,727806,1068,21360,177.2,306000,137500.0,53.1,233000,77900.0,69.13275177,77.5,37.7,81.5,166.4,30.3
2847,KOSSUTH,2007,4831,1524,19113,242,1360,1360,16825,810632,1080,21610,178.6,339500,159500.0,52.5,203000,57900.0,89.51997501,100.4,42.6,69.4,157.2,55.2
2848,KOSSUTH,2008,5200,1500,14173,260,1776,1776,14344,795900,1048,20952,171.0,320000,146000.0,48.0,225500,69000.0,87.52135027,98.1,41.3,66.6,152.3,53.7
2849,KOSSUTH,2009,4900,1500,12910,245,2044,2044,13089,746612,948,18969,191.6,320000,150000.0,52.5,224500,69400.0,77.05256658,86.4,38.8,76.4,168.5,33.1
2850,KOSSUTH,2010,4800,1500,12700,240,2055,2055,12185,712347,793,15857,184.0,311000,154000.0,52.9,233500,65900.0,75.04799377,84.1,36.9,80.4,163.7,37.7
2851,KOSSUTH,2011,4600,1400,12030,230,2128,2128,11128,685455,621,12411,179.9,326500,159900.0,49.0,220000,61900.0,93.78038276,105.1,35.2,67.0,154.9,52.4
2852,KOSSUTH,2012,4832,579,12484,242,605,605,10445,653281,376,7525,164.6,327000,156500.0,47.6,219500,64100.0,91.20617235,102.2,32.9,63.8,146.0,52.9
2853,KOSSUTH,2013,5000,600,10548,250,702,702,9692,652657,427,8535,167.7,309500,148400.0,42.9,199000,68000.0,86.13609493,96.6,35.3,52.2,143.2,40.9
2854,KOSSUTH,2014,4800,600,10502,240,687,687,9569,665381,444,8887,176.6,330000,154100.0,46.5,216000,70600.0,79.58569782,89.2,33.4,60.5,152.6,30.5
2855,KOSSUTH,2015,4900,600,10694,245,712,712,9526,665856,453,9063,199.0,318500,144600.0,61.0,222500,75100.0,78.75509916,88.3,33.8,95.1,186.8,30.4
2856,KOSSUTH,2016,5200,500,11056,260,569,569,9539,678267,453,9063,204.7,338000,153400.0,63.4,205500,70400.0,84.06367761,94.2,34.1,92.4,189.8,30.9
2857,KOSSUTH,2017,5488,876,15106,274,271,271,10781,685502,440,8799,205.6,311500,149200.0,60.4,218500,76800.0,85.68378763,96.1,35.8,94.0,188.9,37.0
2858,KOSSUTH,2018,5010,1139,11967,250,707,707,9735,693012,449,8975,180.2,304000,148700.0,54.2,220500,71800.0,77.18555742,86.5,36.4,81.8,166.0,38.7
2859,KOSSUTH,2019,4902,1139,12151,245,713,713,9796,701750,462,9239,198.7,315000,148400.0,57.4,204500,67600.0,78.16639208,87.6,37.2,83.4,178.4,29.8
2860,LEE,1968,12200,3800,17600,610,1341,1341,11612,522796,1142,22850,89.2,85000,90000.0,31.9,81100,47300.0,20.448844,22.9,96.7,36.1,90.6,65.1
2861,LEE,1969,12800,3700,20244,640,910,910,12494,520129,1063,21264,90.0,86000,90000.0,30.3,75800,47000.0,15.07876776,16.9,99.1,30.6,88.5,58.1
2862,LEE,1970,12700,3600,20244,635,974,974,12494,523129,1052,21048,75.5,93300,93900.0,32.7,70500,45800.0,16.40170702,18.4,98.2,33.7,83.7,66.6
2863,LEE,1971,13100,3300,18222,655,878,878,11820,520796,890,17795,105.7,93500,107100.0,32.0,65200,48700.0,16.68925616,18.7,99.7,30.6,96.9,52.1
2864,LEE,1972,13100,3200,19320,655,1151,1151,12186,521796,915,18290,116.2,91100,99800.0,34.0,59900,56500.0,17.38930813,19.5,105.4,33.8,107.9,50.8
2865,LEE,1973,12500,3200,17582,625,1243,1243,11461,524462,906,18110,101.0,87500,106600.0,30.7,54600,67800.0,30.30185626,34.0,111.7,25.9,97.1,74.5
2866,LEE,1974,12400,3000,15688,620,1470,1470,10996,522462,784,15677,88.3,93700,111800.0,22.9,49300,58900.0,35.38511298,39.7,109.7,8.7,76.8,81.3
2867,LEE,1975,13500,3200,10977,675,1959,1959,8359,518362,823,16461,90.6,102800,122600.0,33.1,44500,51400.0,30.69691702,34.4,104.6,24.3,89.4,73.9
2868,LEE,1976,14850,3250,13996,742,1702,1702,9682,94500,908,18164,96.0,100500,132900.0,31.1,39300,42900.0,39.91559898,44.7,35.2,19.6,86.4,13.1
2869,LEE,1977,14970,3073,13905,748,1424,1424,9968,91567,974,19470,57.6,94300,135000.0,37.6,44800,47500.0,27.75996578,31.1,34.9,33.7,73.7,26.0
2870,LEE,1978,14500,2800,15460,725,1094,1094,10820,95000,1027,20543,98.8,86000,132000.0,32.9,58100,55000.0,24.89468989,27.9,34.5,32.0,93.3,1.1
2871,LEE,1979,13500,2500,14819,675,1055,1055,10273,104333,949,18975,138.6,87000,126000.0,39.9,62200,63300.0,31.14968984,34.9,33.7,48.9,125.8,-8.3
2872,LEE,1980,13500,2500,12715,675,1298,1298,9072,111667,944,18876,108.1,88000,132000.0,37.5,63700,64100.0,32.8725702,36.9,33.6,43.8,106.7,7.6
2873,LEE,1981,14700,2500,12532,735,1245,1245,9377,111989,928,18570,115.8,91000,140500.0,37.1,63500,67500.0,34.14943818,38.3,33.3,42.0,109.8,3.8
2874,LEE,1982,14000,2300,10337,700,1500,1500,8312,106667,805,16092,125.2,91000,127300.0,37.9,65700,67200.0,28.76286739,32.2,30.7,44.6,117.1,-9.6
2875,LEE,1983,12200,2200,11069,610,1484,1484,8090,116667,820,16398,40.7,64000,85500.0,28.2,58100,61200.0,30.59714928,34.3,40.9,25.7,68.2,32.7
2876,LEE,1984,12300,2000,9148,615,835,835,6516,112667,779,15588,122.9,100000,116900.0,33.2,57000,62700.0,29.30772982,32.9,29.5,29.4,109.1,-17.3
2877,LEE,1985,11200,2000,8050,560,923,923,6350,114333,743,14867,136.5,108000,133600.0,39.9,58100,60800.0,32.10198791,36.0,27.7,41.0,123.2,-18.5
2878,LEE,1986,10500,2100,8233,525,970,970,6411,96000,714,14281,131.8,94000,124800.0,38.4,63400,63500.0,28.87685739,32.4,26.3,44.0,120.4,-17.7
2879,LEE,1987,10000,1800,9056,500,888,888,7269,92333,752,15047,94.2,74000,104800.0,34.0,60600,61100.0,31.67143327,35.5,30.2,38.4,98.0,6.1
2880,LEE,1988,10289,1676,9102,514,878,878,7867,92000,721,14416,38.5,72000,106600.0,28.1,58100,65200.0,33.26230096,37.3,31.3,23.9,63.6,28.9
2881,LEE,1989,10500,1900,8416,525,1046,1046,7472,91667,757,15137,46.6,77000,119000.0,27.9,59500,63900.0,33.1763763,37.2,30.0,22.8,64.4,25.6
2882,LEE,1990,10200,1700,8965,510,1045,1045,7417,93692,721,14416,110.8,77000,113100.0,34.6,54700,55800.0,36.69177911,41.1,31.1,36.8,104.2,4.8
2883,LEE,1991,10275,1557,9422,514,837,837,7331,98104,811,16218,99.5,79000,120100.0,37.0,60000,61100.0,39.90837882,44.7,30.3,43.8,102.5,16.3
2884,LEE,1992,10370,1571,8050,518,872,872,6635,99047,766,15317,149.5,83000,117000.0,45.2,57000,63500.0,42.03199433,47.1,29.6,59.4,140.2,-4.1
2885,LEE,1993,10372,1587,8141,519,798,798,6428,100522,766,15317,76.9,76000,101700.0,36.5,56000,66200.0,32.4854171,36.4,31.5,41.9,96.4,13.4
2886,LEE,1994,10325,1636,8416,516,727,727,6281,100432,676,13515,157.7,80000,112500.0,52.0,59000,69800.0,47.08838209,52.8,29.6,77.5,157.8,2.1
2887,LEE,1995,10616,1594,8324,531,684,684,6012,99063,613,12253,119.6,51000,86800.0,38.9,75000,84700.0,36.06357391,40.4,31.9,66.6,127.5,11.4
2888,LEE,1996,10421,1618,8233,521,595,595,5744,97470,563,11263,138.1,82000,112800.0,42.7,65000,73800.0,46.87295984,52.5,26.8,58.5,134.5,3.3
2889,LEE,1997,10476,1527,9148,524,373,373,5810,104160,620,12401,139.5,79300,101500.0,49.2,67200,86200.0,45.72310682,51.3,28.1,76.8,153.1,3.1
2890,LEE,1998,10125,1468,9148,506,359,359,5516,102810,516,10317,118.7,78600,95300.0,46.6,66400,82100.0,44.99977572,50.4,27.5,70.3,140.1,8.1
2891,LEE,1999,10335,1364,9331,517,285,285,5910,99724,415,8290,122.1,79000,98400.0,37.8,70000,92600.0,46.26634503,51.9,26.1,49.7,125.5,2.2
2892,LEE,2000,10447,1261,10062,522,196,196,6154,95821,337,6749,149.0,79000,98700.0,40.3,69000,91800.0,44.37204955,49.7,25.4,55.7,140.8,-10.0
2893,LEE,2001,10100,1200,9605,505,196,196,5835,93234,272,5440,138.3,66000,79500.0,44.3,73000,88900.0,43.37083756,48.6,26.0,74.1,149.0,-0.3
2894,LEE,2002,8989,900,4653,449,333,333,3796,90057,196,3922,140.8,78000,102000.0,41.5,67000,88800.0,38.2183044,42.8,21.9,58.2,138.9,-16.0
2895,LEE,2003,9500,800,3581,475,316,316,3527,83011,186,3717,150.1,77500,100500.0,36.4,70000,91600.0,43.22321183,48.5,20.0,46.7,132.9,-17.7
2896,LEE,2004,10000,1000,3050,500,407,407,3017,75920,190,3794,180.0,78000,104500.0,54.7,69000,89700.0,47.47001797,53.2,18.9,92.6,180.5,-15.8
2897,LEE,2005,10000,1100,2830,500,697,697,2610,68832,192,3840,129.4,78000,107500.0,45.8,69500,88500.0,48.16099591,54.0,17.7,70.3,141.6,0.4
2898,LEE,2006,9000,1300,2689,450,919,919,2230,62323,194,3886,144.1,73500,102400.0,44.6,68500,91400.0,46.14478467,51.7,17.2,68.8,146.9,-9.2
2899,LEE,2007,7626,1092,3493,381,322,322,2585,57059,186,3710,177.5,80500,123400.0,48.7,59500,72800.0,43.65601865,48.9,15.9,70.0,160.5,-25.7
2900,LEE,2008,8100,1000,2599,405,313,313,2230,58896,181,3619,173.0,74500,111500.0,42.5,64500,85700.0,49.92352422,56.0,16.0,60.9,151.9,-19.0
2901,LEE,2009,7800,1000,2377,390,337,337,2100,60671,175,3503,167.9,76000,117600.0,48.5,65000,88700.0,41.16218942,46.1,15.9,75.5,160.6,-23.1
2902,LEE,2010,7500,1000,2350,375,363,363,2034,63553,160,3208,103.2,75000,115500.0,49.3,62000,92200.0,39.42376274,44.2,16.7,76.1,136.7,0.3
2903,LEE,2011,7300,1000,2239,365,391,391,1940,67236,143,2862,105.2,77500,117100.0,40.6,66300,93900.0,45.78505348,51.3,16.5,55.8,121.0,2.6
2904,LEE,2012,7840,1182,2339,392,612,612,1917,70510,107,2140,116.0,77500,120200.0,43.1,67500,93100.0,41.73510028,46.8,17.2,62.6,129.4,-2.8
2905,LEE,2013,8200,1200,2231,410,572,572,1980,74066,121,2428,144.1,75000,111400.0,39.4,66600,100500.0,38.65650929,43.3,18.4,53.9,136.5,-20.9
2906,LEE,2014,7700,1200,2456,385,590,590,2154,79342,126,2528,200.6,76900,116400.0,54.5,67900,101500.0,37.05330542,41.5,19.0,92.0,188.6,-36.1
2907,LEE,2015,8000,1200,2722,400,566,566,2342,82929,129,2577,145.1,76000,116100.0,47.0,63300,103300.0,39.50484012,44.3,20.6,70.7,152.1,-16.5
2908,LEE,2016,8500,1100,3026,425,484,484,2542,88269,129,2577,194.6,77500,116800.0,61.4,67700,99100.0,41.79303192,46.8,20.7,108.9,199.3,-22.9
2909,LEE,2017,8550,585,4404,428,188,188,3100,92862,125,2503,178.0,76500,114700.0,53.5,68600,101600.0,42.47835538,47.6,21.2,90.2,178.1,-19.1
2910,LEE,2018,8700,600,3489,435,219,219,2795,94098,128,2552,201.3,74400,117100.0,64.7,71000,102700.0,38.73592165,43.4,21.2,122.7,209.5,-22.2
2911,LEE,2019,8500,600,3543,425,225,225,2813,95536,131,2628,172.5,71300,119800.0,54.8,68100,95900.0,39.17347469,43.9,22.4,96.6,175.8,-12.9
2912,LINN,1968,16600,8900,5131,830,7685,7685,3343,121986,325,6498,104.4,130900,220000.0,35.8,134000,184100.0,29.18512919,32.7,23.7,48.1,112.3,-7.8
2913,LINN,1969,16400,8300,5902,820,7322,7322,3600,112486,302,6048,94.0,140000,208000.0,33.6,124800,184000.0,23.4526222,26.3,22.3,39.2,104.8,-17.0
2914,LINN,1970,16600,7900,5902,830,6573,6573,3600,121819,299,5986,92.8,135200,216400.0,35.0,115600,191900.0,25.45722954,28.5,24.0,41.8,107.2,-12.9
2915,LINN,1971,18800,8000,5313,940,5216,5216,3403,119486,253,5061,106.5,156600,249400.0,33.7,106400,179000.0,27.27255199,30.6,22.3,33.9,106.5,-19.7
2916,LINN,1972,19000,8000,5633,950,5691,5691,3510,117153,260,5202,115.2,138100,232500.0,36.0,97200,195200.0,28.25161127,31.7,25.0,39.7,117.1,-20.7
2917,LINN,1973,18400,8000,5126,920,5417,5417,7142,113486,258,5150,94.9,142800,237200.0,33.0,88000,260200.0,39.51412148,44.3,26.1,30.5,107.8,-6.9
2918,LINN,1974,16900,6800,4574,845,4688,4688,7325,107819,223,4459,89.9,149900,268700.0,29.2,78800,244900.0,44.72828692,50.1,24.3,20.5,94.8,0.1
2919,LINN,1975,17800,6200,3200,890,4419,4419,6700,106386,234,4682,92.8,160400,270800.0,33.8,74200,234900.0,38.50039626,43.2,22.8,26.6,104.4,-11.8
2920,LINN,1976,18000,7450,4080,900,5748,5748,6860,120333,258,5166,95.1,168000,268100.0,31.8,65100,216800.0,51.11813884,57.3,26.1,20.5,100.1,3.8
2921,LINN,1977,17392,6984,4054,870,5569,5569,6718,120633,277,5537,96.2,165600,254900.0,37.8,75600,237800.0,38.41001334,43.1,24.7,33.2,115.4,-14.4
2922,LINN,1978,16100,6300,4507,805,5469,5469,7169,110000,292,5842,115.6,153000,268000.0,37.9,85200,247000.0,36.29694485,40.7,23.4,38.1,122.8,-20.6
2923,LINN,1979,13500,5500,4320,675,4632,4632,6773,115000,270,5396,130.3,156000,274000.0,40.7,95500,248400.0,42.06677327,47.2,21.4,46.2,133.9,-19.1
2924,LINN,1980,14700,5300,3707,735,4049,4049,6236,113333,268,5369,114.5,155000,276000.0,41.0,95200,247000.0,42.76205442,47.9,20.9,46.9,128.1,-12.4
2925,LINN,1981,16300,5300,3654,815,3905,3905,6518,114436,264,5281,131.8,167000,290300.0,43.5,96200,241200.0,45.9733974,51.5,20.2,50.0,138.3,-16.6
2926,LINN,1982,15600,5500,3014,780,3976,3976,5805,110000,229,4576,129.2,157000,280300.0,38.6,99700,255200.0,39.16680355,43.9,20.0,42.8,129.3,-22.6
2927,LINN,1983,13200,5400,3227,660,4212,4212,5976,105000,233,4664,77.4,108000,180300.0,32.1,91100,255300.0,40.21864927,45.1,25.0,34.3,104.7,-0.3
2928,LINN,1984,12600,5500,2667,630,4346,4346,5022,101333,222,4433,126.6,156000,261300.0,32.5,88700,264700.0,40.56962325,45.5,19.6,28.0,117.0,-23.9
2929,LINN,1985,11200,5500,2347,560,4675,4675,5449,94667,211,4228,114.7,154000,260300.0,36.3,89000,269900.0,44.87219347,50.3,19.1,35.8,121.2,-16.0
2930,LINN,1986,10800,5800,2400,540,4972,4972,5800,99333,203,4061,136.8,137000,237500.0,41.1,92000,271200.0,40.5666502,45.5,21.2,49.7,141.6,-25.2
2931,LINN,1987,12300,4400,2640,615,3695,3695,7047,106667,214,4279,126.0,123000,205700.0,45.1,85700,235200.0,43.9838366,49.3,23.1,59.7,147.1,-15.0
2932,LINN,1988,12300,4100,2654,615,3479,3479,6551,117333,205,4100,48.1,135000,234000.0,22.4,86900,234000.0,47.16749439,52.9,22.5,8.9,66.0,18.3
2933,LINN,1989,12600,4200,2454,630,3140,3140,5985,108000,215,4305,114.9,146000,271700.0,38.9,90100,235900.0,46.56365281,52.2,19.9,42.7,123.4,-8.6
2934,LINN,1990,11200,4500,2614,560,3314,3314,6132,103771,205,4100,127.5,152000,273900.0,43.4,82600,228700.0,47.13352953,52.8,19.8,47.9,136.5,-16.0
2935,LINN,1991,11172,3861,2747,559,2911,2911,6270,101910,231,4612,95.0,152000,237400.0,43.4,85500,267400.0,47.78275888,53.6,18.8,49.0,132.0,-10.6
2936,LINN,1992,11165,3625,2347,558,2852,2852,6231,96418,218,4356,141.9,149000,308000.0,43.2,86000,214600.0,49.16589276,55.1,18.1,49.4,138.3,-15.7
2937,LINN,1993,11057,3380,2374,553,2703,2703,6334,91476,218,4356,81.9,138000,241000.0,33.2,90000,222900.0,42.49436932,47.6,17.9,32.0,100.2,-2.7
2938,LINN,1994,10899,3185,2454,545,2584,2584,6455,85203,192,3844,154.1,145000,301800.0,51.0,92000,238000.0,55.30348956,62.0,16.4,68.8,160.6,-13.4
